departamento;municipio;circuito;establecimiento;mesa;electores
CERRILLOS;CERRILLOS;52A;ESCUELA Nº 4069 GOBERNADOR MANUEL SOLA;3590;344
CERRILLOS;CERRILLOS;52A;ESCUELA Nº 4069 GOBERNADOR MANUEL SOLA;3592;344
CERRILLOS;CERRILLOS;52C;ESCUELA Nº 4530 TTE. BENJAMIN MATIENZO;3610;344
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4070 DR. MARIANO BOEDO;3664;344
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3675;344
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3721;344
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3740;344
GENERAL GÜEMES;EL BORDO;10A;E.E.T. Nº 3159 DR. DARIO FELIPE ARIAS;2314;344
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2361;344
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2371;344
LA CALDERA;VAQUEROS;9A;COLEGIO SECUNDARIO Nº 5050;2290;344
LOS ANDES;S. A. DE LOS COBRES;100A;ESCUELA Nº 4564 DOMINGO FAUSTINO SARMIENTO;4108;344
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4628 DR. JOSE BENITO GRAÑA;3037;344
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3047;344
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3049;344
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2994;344
ORAN;PICHANAL;36B;ESCUELA Nº 4095 CNEL. APOLINARIO DE FIGUEROA;3084;344
RIVADAVIA;RIV. B. NORTE;28B;ESCUELA Nº 4485 CNEL. JUAN SOLA;2729;344
RIVADAVIA;RIV. B. NORTE;28B;ESCUELA Nº 4485 CNEL. JUAN SOLA;2731;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA DE COM. Nº 5009 NTRA. SRA. DEL ROSARIO;3785;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4101 MARTINA S. DE GURRUCHAGA;3787;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4101 MARTINA S. DE GURRUCHAGA;3793;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4101 MARTINA S. DE GURRUCHAGA;3794;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4101 MARTINA S. DE GURRUCHAGA;3795;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4101 MARTINA S. DE GURRUCHAGA;3796;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4104 PACHI GORRITI;3800;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4104 PACHI GORRITI;3802;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4104 PACHI GORRITI;3804;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4104 PACHI GORRITI;3806;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4127 MANUELA PEDRAZA;3808;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4127 MANUELA PEDRAZA;3810;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4127 MANUELA PEDRAZA;3813;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4127 MANUELA PEDRAZA;3816;344
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4127 MANUELA PEDRAZA;3817;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4110 VIRGEN DE LUJAN;3125;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3141;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3150;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3153;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3154;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3155;344
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3160;344
SAN MARTIN;EMBARCACION;40A;INSTITUTO Nº 8051 JUAN CARLOS DAVALOS;3163;344
SAN MARTIN;EMBARCACION;40A;INSTITUTO Nº 8051 JUAN CARLOS DAVALOS;3166;344
SAN MARTIN;EMBARCACION;40A;INSTITUTO Nº 8051 JUAN CARLOS DAVALOS;3167;344
SAN MARTIN;EMBARCACION;40A;INSTITUTO Nº 8051 JUAN CARLOS DAVALOS;3168;344
SAN MARTIN;EMBARCACION;40A;INSTITUTO Nº 8051 JUAN CARLOS DAVALOS;3169;344
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4142 CNEL. JORGE ENRIQUE VIDT;3212;344
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4142 CNEL. JORGE ENRIQUE VIDT;3216;344
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4496 LILIA M. CARDOZO DE MARIÑO;3228;344
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4816 BICENTENARIO DE LA PATRIA;3238;344
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4816 BICENTENARIO DE LA PATRIA;3241;344
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3252;344
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3263;344
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3294;344
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3298;344
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4096 CNEL. VICENTE DE URIBURU;3315;344
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3332;344
SAN MARTIN;TARTAGAL;43C;COLEGIO SEC. Nº 5077 DR. JESUS MIGUEL REYES;3354;344
SAN MARTIN;TARTAGAL;43C;ESCUELA Nº 4516 ARMADA ARGENTINA;3370;344
SAN MARTIN;TARTAGAL;43C;ESCUELA Nº 4516 ARMADA ARGENTINA;3374;344
SAN MARTIN;TARTAGAL;43C;ESCUELA Nº 4516 ARMADA ARGENTINA;3376;344
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2639;345
CAPITAL;SALTA;1G;ESCUELA Nº 4027 DR. BENJAMIN DAVALOS Y AVILES;1100;345
CAPITAL;SALTA;1G;ESCUELA Nº 4027 DR. BENJAMIN DAVALOS Y AVILES;1106;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2076;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4628 DR. JOSE BENITO GRAÑA;3043;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3143;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3146;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3152;345
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4496 LILIA M. CARDOZO DE MARIÑO;3232;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4402 GENDARMERIA NACIONAL;2663;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2668;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2669;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2675;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2676;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2678;345
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2679;345
ANTA;J. V. GONZALEZ;24A;COLEGIO SECUNDARIO Nº 5098 DR. JOAQUIN V. GONZALEZ;2607;345
ANTA;J. V. GONZALEZ;24A;COLEGIO SECUNDARIO Nº 5098 DR. JOAQUIN V. GONZALEZ;2611;345
ANTA;J. V. GONZALEZ;24A;COLEGIO SECUNDARIO Nº 5098 DR. JOAQUIN V. GONZALEZ;2612;345
ANTA;J. V. GONZALEZ;24A;COLEGIO SECUNDARIO Nº 5098 DR. JOAQUIN V. GONZALEZ;2616;345
ANTA;J. V. GONZALEZ;24A;COLEGIO SECUNDARIO Nº 5098 DR. JOAQUIN V. GONZALEZ;2617;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4293 SANTO DOMINGO DE GUZMÁN;2619;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4293 SANTO DOMINGO DE GUZMÁN;2621;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4293 SANTO DOMINGO DE GUZMÁN;2625;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4293 SANTO DOMINGO DE GUZMÁN;2626;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4293 SANTO DOMINGO DE GUZMÁN;2627;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4293 SANTO DOMINGO DE GUZMÁN;2633;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2636;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2638;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2640;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2641;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2645;345
ANTA;J. V. GONZALEZ;24A;ESCUELA Nº 4498 PROF. PEDRO B. PALACIOS;2649;345
CAPITAL;SALTA;1D;ESCUELA Nº 4016 MAESTRA JACOBA SARAVIA;1037;345
CAPITAL;SALTA;1G;ESCUELA Nº 4021 20 DE FEBRERO DE 1813;1085;345
CAPITAL;SALTA;1G;ESCUELA Nº 4021 20 DE FEBRERO DE 1813;1087;345
CAPITAL;SALTA;1G;ESCUELA Nº 4021 20 DE FEBRERO DE 1813;1089;345
CAPITAL;SALTA;1G;ESCUELA Nº 4021 20 DE FEBRERO DE 1813;1095;345
CAPITAL;SALTA;1G;ESCUELA Nº 4027 DR. BENJAMIN DAVALOS Y AVILES;1097;345
CAPITAL;SALTA;1G;ESCUELA Nº 4027 DR. BENJAMIN DAVALOS Y AVILES;1099;345
CAPITAL;SALTA;1G;ESCUELA Nº 4027 DR. BENJAMIN DAVALOS Y AVILES;1102;345
CAPITAL;SALTA;2A;E.E.T. Nº 3139 GRAL. MARTIN M. DE GÜEMES;1107;345
CAPITAL;SALTA;2A;ESCUELA Nº 4002 MARIANO CABEZON;1116;345
CAPITAL;SALTA;2A;ESCUELA Nº 4002 MARIANO CABEZON;1121;345
CAPITAL;SALTA;2A;ESCUELA Nº 4002 MARIANO CABEZON;1123;345
CAPITAL;SALTA;2A;ESCUELA Nº 4002 MARIANO CABEZON;1124;345
CAPITAL;SALTA;2A;ESCUELA Nº 4002 MARIANO CABEZON;1126;345
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1218;345
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1287;345
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1292;345
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1326;345
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1331;345
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1338;345
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1342;345
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1343;345
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1346;345
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1348;345
CAPITAL;SALTA;2Q;COLEGIO SECUNDARIO Nº 5024 SARG. CABRAL;1421;345
CAPITAL;SALTA;2Q;COLEGIO SECUNDARIO Nº 5024 SARG. CABRAL;1423;345
CAPITAL;SALTA;2Q;COLEGIO SECUNDARIO Nº 5024 SARG. CABRAL;1425;345
CAPITAL;SALTA;2Q;COLEGIO SECUNDARIO Nº 5024 SARG. CABRAL;1429;345
CAPITAL;SALTA;2Q;COLEGIO SECUNDARIO Nº 5024 SARG. CABRAL;1432;345
CAPITAL;SALTA;2Q;ESCUELA Nº 4023 EJERCITO ARGENTINO;1438;345
CAPITAL;SALTA;2Q;ESCUELA Nº 4023 EJERCITO ARGENTINO;1439;345
CAPITAL;SALTA;2Q;ESCUELA Nº 4023 EJERCITO ARGENTINO;1445;345
CAPITAL;SALTA;3A;E.E.T. Nº 3141 B°CIUDAD DEL MILAGRO;1458;345
CAPITAL;SALTA;3D;COLEGIO Nº 5147 DR. SALVADOR MAZZA;1608;345
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1715;345
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1722;345
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1732;345
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1735;345
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1738;345
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1864;345
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1865;345
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1871;345
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1873;345
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1875;345
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1881;345
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1886;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1905;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1906;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1907;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1913;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1914;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1915;345
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1918;345
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1921;345
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1922;345
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1923;345
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1924;345
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1929;345
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1930;345
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1934;345
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1946;345
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1954;345
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1955;345
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1958;345
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1961;345
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1962;345
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1982;345
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1992;345
CAPITAL;SALTA;5F;ESCUELA Nº 4691 ALTE. CRISTOBAL COLON;2029;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2064;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2068;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2069;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2071;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2074;345
CAPITAL;SALTA;5G;COLEGIO SECUNDARIO Nº 5033 ERNESTO ARAOZ;2075;345
CAPITAL;SALTA;5G;ESCUELA Nº 4037 M. SANCHEZ DE THOMPSON;2081;345
CAPITAL;SALTA;5G;ESCUELA Nº 4037 M. SANCHEZ DE THOMPSON;2082;345
CAPITAL;SALTA;5G;ESCUELA Nº 4037 M. SANCHEZ DE THOMPSON;2083;345
CAPITAL;SALTA;5G;ESCUELA Nº 4037 M. SANCHEZ DE THOMPSON;2084;345
CAPITAL;SALTA;5N;ESCUELA Nº 4811 2 DE MAYO CRUC ARA GRAL. BELGRANO;2227;345
CAPITAL;SALTA;6A;COLEGIO Nº 5167 DR. MIGUEL RAGONE;2253;345
CAPITAL;SALTA;6A;COLEGIO Nº 5167 DR. MIGUEL RAGONE;2257;345
CAPITAL;SALTA;6A;ESCUELA Nº 4642 CAMPAÑA DEL DESIERTO;2271;345
CERRILLOS;CERRILLOS;52A;E. E. T. Nº 3150 PACTO DE LOS CERRILLOS;3576;345
CERRILLOS;CERRILLOS;52A;ESCUELA Nº 4069 GOBERNADOR MANUEL SOLA;3589;345
CERRILLOS;CERRILLOS;52A;ESCUELA Nº 4069 GOBERNADOR MANUEL SOLA;3594;345
CERRILLOS;CERRILLOS;53D;COLEGIO SECUNDARIO RURAL LAS PALMAS Nº 5150;3651;345
LA CALDERA;LA CALDERA;8A;COLEGIO SECUNDARIO Nº 5045 SENADO PROVINCIAL;2278;345
LOS ANDES;S. A. DE LOS COBRES;100A;ESCUELA Nº 4564 DOMINGO FAUSTINO SARMIENTO;4107;345
LOS ANDES;S. A. DE LOS COBRES;100A;ESCUELA Nº 4564 DOMINGO FAUSTINO SARMIENTO;4109;345
LOS ANDES;S. A. DE LOS COBRES;100A;ESCUELA Nº 4661 HOGAR CARLOS GUIDO SPANO;4112;345
LOS ANDES;S. A. DE LOS COBRES;100A;ESCUELA Nº 4661 HOGAR CARLOS GUIDO SPANO;4116;345
METAN;METAN;15A;ESCUELA Nº 4083 MARCO AVELLANEDA;2451;345
METAN;METAN;15C;ESCUELA Nº 4706 PROFESOR EVELIO MELIAN;2484;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4294 REVERENDO ANTONIO DI NILLO;3021;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4628 DR. JOSE BENITO GRAÑA;3030;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4628 DR. JOSE BENITO GRAÑA;3038;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4628 DR. JOSE BENITO GRAÑA;3041;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3044;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3045;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3048;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3050;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3051;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3052;345
ORAN;COL. STA. ROSA;34A;ESCUELA Nº 4794 COLONIA SANTA ROSA;3053;345
ORAN;PICHANAL;36B;ESCUELA Nº 4095 CNEL. APOLINARIO DE FIGUEROA;3081;345
ORAN;PICHANAL;36B;ESCUELA Nº 4095 CNEL. APOLINARIO DE FIGUEROA;3085;345
ORAN;PICHANAL;36B;ESCUELA Nº 4095 CNEL. APOLINARIO DE FIGUEROA;3089;345
ORAN;ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2928;345
ORAN;ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2929;345
ORAN;ORAN;31B;ESCUELA Nº 4586 LIDIA R. M. DE SIDORENKO;2970;345
RIVADAVIA;RIV. B. NORTE;28B;COLEGIO SECUNDARIO Nº 5041 NTRA. SRA. DE FATIMA;2721;345
RIVADAVIA;RIV. B. NORTE;28B;COLEGIO SECUNDARIO Nº 5041 NTRA. SRA. DE FATIMA;2723;345
RIVADAVIA;RIV. B. NORTE;28B;ESCUELA Nº 4485 CNEL. JUAN SOLA;2733;345
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA DE COM. Nº 5009 NTRA. SRA. DEL ROSARIO;3779;345
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA DE COM. Nº 5009 NTRA. SRA. DEL ROSARIO;3780;345
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA DE COM. Nº 5009 NTRA. SRA. DEL ROSARIO;3781;345
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA DE COM. Nº 5009 NTRA. SRA. DEL ROSARIO;3782;345
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA DE COM. Nº 5009 NTRA. SRA. DEL ROSARIO;3783;345
R. DE LERMA;R. DE LERMA;91A;COLEGIO SECUNDARIO Nº 5073 GENOVEVA ASTIGUETA;4036;345
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;3998;345
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4134 GAUCHOS DE GÜEMES;3430;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4110 VIRGEN DE LUJAN;3122;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4110 VIRGEN DE LUJAN;3123;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4110 VIRGEN DE LUJAN;3126;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4110 VIRGEN DE LUJAN;3129;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4154 FRAY FRANCISCO VICTORIA;3132;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4154 FRAY FRANCISCO VICTORIA;3133;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4154 FRAY FRANCISCO VICTORIA;3138;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3144;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3148;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4363 BERNARDINO RIVADAVIA;3151;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3156;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3157;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3158;345
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3159;345
SAN MARTIN;EMBARCACION;40A;INSTITUTO Nº 8051 JUAN CARLOS DAVALOS;3162;345
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4142 CNEL. JORGE ENRIQUE VIDT;3209;345
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4142 CNEL. JORGE ENRIQUE VIDT;3213;345
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4496 LILIA M. CARDOZO DE MARIÑO;3226;345
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4816 BICENTENARIO DE LA PATRIA;3237;345
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3243;345
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3255;345
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3264;345
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3265;345
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3271;345
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3135;3289;345
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3292;345
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3296;345
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3301;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4096 CNEL. VICENTE DE URIBURU;3308;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4096 CNEL. VICENTE DE URIBURU;3313;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4096 CNEL. VICENTE DE URIBURU;3314;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3327;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3334;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3337;345
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3341;345
SAN MARTIN;TARTAGAL;43B;ESCUELA Nº 4098 CORNELIO SAAVEDRA;3349;345
SAN MARTIN;TARTAGAL;43C;COLEGIO SEC. Nº 5077 DR. JESUS MIGUEL REYES;3355;345
SAN MARTIN;TARTAGAL;43C;COLEGIO SEC. Nº 5077 DR. JESUS MIGUEL REYES;3356;345
SAN MARTIN;TARTAGAL;43C;COLEGIO SEC. Nº 5077 DR. JESUS MIGUEL REYES;3358;345
